Date,Fight Link,Event Link,Fight Number,Round,Fighter 1,Fighter 2,Fighter 1 Link,Fighter 2 Link,Fighter 1 TD,Fighter 2 TD,Fighter 1 Sub Att,Fighter 2 Sub Att,Fighter 1 Rev,Fighter 2 Rev,Fighter 1 Ctrl,Fighter 2 Ctrl,Fighter 1 KD,Fighter 2 KD,Fighter 1 Total SS,Fighter 2 Total SS,Fighter 1 Head SS,Fighter 2 Head SS,Fighter 1 Body SS,Fighter 2 Body SS,Fighter 1 Leg SS,Fighter 2 Leg SS,Fighter 1 Distance SS,Fighter 2 Distance SS,Fighter 1 Clinch SS,Fighter 2 Clinch SS,Fighter 1 Ground SS,Fighter 2 Ground SS
2006-01-16,http://ufcstats.com/fight-details/537012aa6fb20f00,http://ufcstats.com/event-details/2ee09ec2a0695eb9,8,3,Tim Sylvia,Assuerio Silva,http://ufcstats.com/fighter-details/2a542ee8a8b83559,http://ufcstats.com/fighter-details/e091482fa6648261,0 of 0,0 of 2,0,0,0,0,0:22,0:35,0,0,22 of 85,12 of 34,15 of 75,2 of 17,2 of 3,8 of 11,5 of 7,2 of 6,22 of 84,12 of 33,0 of 1,0 of 1,0 of 0,0 of 0
2006-01-16,http://ufcstats.com/fight-details/bd5afec6940c5d32,http://ufcstats.com/event-details/2ee09ec2a0695eb9,7,1,Stephan Bonnar,James Irvin,http://ufcstats.com/fighter-details/c6a33ff198aaaeeb,http://ufcstats.com/fighter-details/a7f4d0902bb64092,2 of 3,0 of 0,2,0,0,0,4:03,0:00,0,0,2 of 5,5 of 6,2 of 5,1 of 2,0 of 0,3 of 3,0 of 0,1 of 1,0 of 3,2 of 3,0 of 0,3 of 3,2 of 2,0 of 0
2006-01-16,http://ufcstats.com/fight-details/fbd75b08f377d149,http://ufcstats.com/event-details/2ee09ec2a0695eb9,6,1,Joshua Burkman,Drew Fickett,http://ufcstats.com/fighter-details/6da99156486ed6c2,http://ufcstats.com/fighter-details/d814f5192e58fb2f,0 of 0,0 of 0,1,0,0,0,0:27,0:07,0,0,7 of 9,2 of 8,1 of 3,1 of 5,0 of 0,1 of 2,6 of 6,0 of 1,3 of 5,1 of 7,4 of 4,1 of 1,0 of 0,0 of 0
2006-01-16,http://ufcstats.com/fight-details/0582b78dc635301b,http://ufcstats.com/event-details/2ee09ec2a0695eb9,5,1,Chris Leben,Jorge Rivera,http://ufcstats.com/fighter-details/d43a048a880efdff,http://ufcstats.com/fighter-details/cb46dface0e28a2c,1 of 1,0 of 0,0,0,0,0,0:44,0:27,1,0,10 of 17,5 of 10,6 of 11,3 of 8,4 of 6,2 of 2,0 of 0,0 of 0,0 of 5,2 of 6,5 of 7,3 of 4,5 of 5,0 of 0
2006-01-16,http://ufcstats.com/fight-details/e55b69543aa74907,http://ufcstats.com/event-details/2ee09ec2a0695eb9,4,1,Josh Neer,Melvin Guillard,http://ufcstats.com/fighter-details/d1a1314976c50bef,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,1 of 1,2 of 2,2,0,0,0,0:51,1:43,0,0,3 of 9,11 of 51,2 of 8,5 of 41,0 of 0,1 of 5,1 of 1,5 of 5,2 of 7,6 of 32,0 of 0,1 of 3,1 of 2,4 of 16
2006-01-16,http://ufcstats.com/fight-details/392089df68b1a721,http://ufcstats.com/event-details/2ee09ec2a0695eb9,3,1,Duane Ludwig,Jonathan Goulet,http://ufcstats.com/fighter-details/84ac950d4c1722dd,http://ufcstats.com/fighter-details/fb1538b46877a695,0 of 0,0 of 0,0,0,0,0,0:01,0:00,1,0,1 of 1,0 of 1,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0
2006-01-16,http://ufcstats.com/fight-details/52125c3e41a1bd1e,http://ufcstats.com/event-details/2ee09ec2a0695eb9,2,1,Spencer Fisher,Aaron Riley,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,http://ufcstats.com/fighter-details/f2c8ebbeafd45f2b,0 of 0,2 of 4,0,0,0,0,0:00,1:29,0,0,25 of 65,9 of 23,13 of 51,2 of 15,10 of 12,4 of 5,2 of 2,3 of 3,18 of 54,1 of 13,7 of 11,7 of 9,0 of 0,1 of 1
2006-01-16,http://ufcstats.com/fight-details/d0fcabb07a3e9500,http://ufcstats.com/event-details/2ee09ec2a0695eb9,1,1,Jason Von Flue,Alex Karalexis,http://ufcstats.com/fighter-details/c4b9296214f4c09c,http://ufcstats.com/fighter-details/e361e5c858af6ff1,0 of 1,1 of 4,1,0,0,0,1:01,1:50,0,0,12 of 21,6 of 20,5 of 11,5 of 17,7 of 10,0 of 2,0 of 0,1 of 1,4 of 9,1 of 12,8 of 12,3 of 6,0 of 0,2 of 2
2006-01-16,http://ufcstats.com/fight-details/d0fcabb07a3e9500,http://ufcstats.com/event-details/2ee09ec2a0695eb9,1,2,Jason Von Flue,Alex Karalexis,http://ufcstats.com/fighter-details/c4b9296214f4c09c,http://ufcstats.com/fighter-details/e361e5c858af6ff1,0 of 1,0 of 0,0,2,0,0,1:59,0:18,0,0,14 of 36,10 of 31,11 of 31,7 of 28,3 of 5,2 of 2,0 of 0,1 of 1,7 of 24,3 of 18,7 of 12,7 of 13,0 of 0,0 of 0
2006-01-16,http://ufcstats.com/fight-details/d0fcabb07a3e9500,http://ufcstats.com/event-details/2ee09ec2a0695eb9,1,3,Jason Von Flue,Alex Karalexis,http://ufcstats.com/fighter-details/c4b9296214f4c09c,http://ufcstats.com/fighter-details/e361e5c858af6ff1,0 of 0,0 of 1,1,1,0,0,0:20,0:04,0,0,2 of 11,2 of 9,2 of 9,2 of 9,0 of 2,0 of 0,0 of 0,0 of 0,2 of 9,2 of 9,0 of 2,0 of 0,0 of 0,0 of 0
2005-11-19,http://ufcstats.com/fight-details/2dfda46cbc17bc99,http://ufcstats.com/event-details/c7e9d15cfce52f1d,8,1,Rich Franklin,Nate Quarry,http://ufcstats.com/fighter-details/d897897060f10a3a,http://ufcstats.com/fighter-details/52cae54377b433b7,0 of 0,0 of 0,0,0,0,0,0:10,0:00,2,0,13 of 34,4 of 20,10 of 30,3 of 17,2 of 2,1 of 2,1 of 2,0 of 1,8 of 29,2 of 16,3 of 3,2 of 4,2 of 2,0 of 0
2005-11-19,http://ufcstats.com/fight-details/670db5afcb26df7c,http://ufcstats.com/event-details/c7e9d15cfce52f1d,7,1,Gabriel Gonzaga,Kevin Jordan,http://ufcstats.com/fighter-details/270b89c00ef0c55c,http://ufcstats.com/fighter-details/02e52b3a595f0786,1 of 3,0 of 0,2,0,0,0,3:59,0:05,0,0,9 of 19,4 of 9,8 of 18,2 of 7,1 of 1,2 of 2,0 of 0,0 of 0,0 of 1,3 of 8,1 of 2,1 of 1,8 of 16,0 of 0
2005-11-19,http://ufcstats.com/fight-details/670db5afcb26df7c,http://ufcstats.com/event-details/c7e9d15cfce52f1d,7,2,Gabriel Gonzaga,Kevin Jordan,http://ufcstats.com/fighter-details/270b89c00ef0c55c,http://ufcstats.com/fighter-details/02e52b3a595f0786,1 of 3,0 of 0,0,0,0,0,0:51,0:00,0,0,5 of 14,8 of 21,2 of 10,7 of 20,0 of 0,0 of 0,3 of 4,1 of 1,4 of 13,8 of 21,0 of 0,0 of 0,1 of 1,0 of 0
2005-11-19,http://ufcstats.com/fight-details/670db5afcb26df7c,http://ufcstats.com/event-details/c7e9d15cfce52f1d,7,3,Gabriel Gonzaga,Kevin Jordan,http://ufcstats.com/fighter-details/270b89c00ef0c55c,http://ufcstats.com/fighter-details/02e52b3a595f0786,0 of 3,0 of 0,0,0,0,0,0:02,0:00,1,0,9 of 23,6 of 23,3 of 16,6 of 22,0 of 0,0 of 0,6 of 7,0 of 1,7 of 20,6 of 23,0 of 1,0 of 0,2 of 2,0 of 0
2005-11-19,http://ufcstats.com/fight-details/8062a7852a8b1560,http://ufcstats.com/event-details/c7e9d15cfce52f1d,6,1,Matt Hughes,Joe Riggs,http://ufcstats.com/fighter-details/621a6c59f88a44fe,http://ufcstats.com/fighter-details/d512d9f204059f57,1 of 1,0 of 0,2,0,0,0,2:03,0:00,0,0,8 of 13,1 of 5,1 of 6,0 of 4,7 of 7,1 of 1,0 of 0,0 of 0,2 of 6,0 of 4,1 of 1,1 of 1,5 of 6,0 of 0
2005-11-19,http://ufcstats.com/fight-details/388df822e50b04f8,http://ufcstats.com/event-details/c7e9d15cfce52f1d,5,1,Georges St-Pierre,Sean Sherk,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/029880cdbf5ca089,2 of 3,0 of 2,0,0,0,0,2:09,0:00,0,0,32 of 62,15 of 29,23 of 53,2 of 13,7 of 7,6 of 6,2 of 2,7 of 10,18 of 41,8 of 22,7 of 7,7 of 7,7 of 14,0 of 0
2005-11-19,http://ufcstats.com/fight-details/388df822e50b04f8,http://ufcstats.com/event-details/c7e9d15cfce52f1d,5,2,Georges St-Pierre,Sean Sherk,http://ufcstats.com/fighter-details/6506c1d34da9c013,http://ufcstats.com/fighter-details/029880cdbf5ca089,1 of 1,0 of 1,0,0,0,0,0:56,0:00,0,0,26 of 49,5 of 26,22 of 45,3 of 24,4 of 4,0 of 0,0 of 0,2 of 2,16 of 31,5 of 23,0 of 0,0 of 1,10 of 18,0 of 2
2005-11-19,http://ufcstats.com/fight-details/5f9d5ebe5ec28753,http://ufcstats.com/event-details/c7e9d15cfce52f1d,4,1,Jeremy Horn,Trevor Prangley,http://ufcstats.com/fighter-details/8d26912cd2aeb366,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,0 of 0,1 of 1,1,0,0,0,0:00,3:31,0,0,15 of 27,16 of 35,8 of 18,5 of 23,3 of 5,1 of 2,4 of 4,10 of 10,8 of 12,5 of 23,7 of 15,10 of 10,0 of 0,1 of 2
2005-11-19,http://ufcstats.com/fight-details/5f9d5ebe5ec28753,http://ufcstats.com/event-details/c7e9d15cfce52f1d,4,2,Jeremy Horn,Trevor Prangley,http://ufcstats.com/fighter-details/8d26912cd2aeb366,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,0 of 0,3 of 5,0,0,0,0,1:26,2:32,0,0,16 of 28,15 of 28,7 of 18,8 of 21,8 of 9,6 of 6,1 of 1,1 of 1,4 of 9,3 of 8,12 of 19,9 of 13,0 of 0,3 of 7
2005-11-19,http://ufcstats.com/fight-details/5f9d5ebe5ec28753,http://ufcstats.com/event-details/c7e9d15cfce52f1d,4,3,Jeremy Horn,Trevor Prangley,http://ufcstats.com/fighter-details/8d26912cd2aeb366,http://ufcstats.com/fighter-details/f5ff7bcdcfeba3ad,0 of 3,3 of 4,0,0,0,0,0:23,3:10,0,0,7 of 16,7 of 15,4 of 13,4 of 12,1 of 1,0 of 0,2 of 2,3 of 3,6 of 12,3 of 9,0 of 2,2 of 3,1 of 2,2 of 3
2005-11-19,http://ufcstats.com/fight-details/84c510ab7e764598,http://ufcstats.com/event-details/c7e9d15cfce52f1d,3,1,Sam Hoger,Jeff Newton,http://ufcstats.com/fighter-details/84a067c46306a737,http://ufcstats.com/fighter-details/94609dd91731d428,2 of 2,0 of 0,1,3,0,0,3:32,0:09,0,0,0 of 3,1 of 5,0 of 3,1 of 4,0 of 0,0 of 1,0 of 0,0 of 0,0 of 1,1 of 5,0 of 0,0 of 0,0 of 2,0 of 0
2005-11-19,http://ufcstats.com/fight-details/84c510ab7e764598,http://ufcstats.com/event-details/c7e9d15cfce52f1d,3,2,Sam Hoger,Jeff Newton,http://ufcstats.com/fighter-details/84a067c46306a737,http://ufcstats.com/fighter-details/94609dd91731d428,1 of 1,0 of 0,1,1,0,0,1:13,0:00,0,0,10 of 18,1 of 5,10 of 18,1 of 5,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,1 of 5,0 of 0,0 of 0,10 of 17,0 of 0
2005-11-19,http://ufcstats.com/fight-details/678af75cb4c155a9,http://ufcstats.com/event-details/c7e9d15cfce52f1d,2,1,Thiago Alves,Ansar Chalangov,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,http://ufcstats.com/fighter-details/7342fcc41a4817fa,1 of 1,0 of 2,0,2,0,1,1:01,0:44,0,0,8 of 11,2 of 2,5 of 8,1 of 1,2 of 2,0 of 0,1 of 1,1 of 1,2 of 2,0 of 0,2 of 2,1 of 1,4 of 7,1 of 1
2005-11-19,http://ufcstats.com/fight-details/57b5e8bda9447b77,http://ufcstats.com/event-details/c7e9d15cfce52f1d,1,1,Nick Thompson,Keith Wisniewski,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,http://ufcstats.com/fighter-details/cd12227edd3f134b,0 of 0,2 of 3,1,0,1,0,0:27,2:24,0,0,11 of 40,6 of 13,4 of 32,3 of 10,5 of 6,2 of 2,2 of 2,1 of 1,7 of 31,1 of 7,1 of 4,2 of 2,3 of 5,3 of 4
2005-11-19,http://ufcstats.com/fight-details/57b5e8bda9447b77,http://ufcstats.com/event-details/c7e9d15cfce52f1d,1,2,Nick Thompson,Keith Wisniewski,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,http://ufcstats.com/fighter-details/cd12227edd3f134b,0 of 0,1 of 2,0,0,1,0,3:38,0:27,0,0,17 of 35,4 of 10,10 of 28,3 of 9,6 of 6,1 of 1,1 of 1,0 of 0,3 of 16,4 of 10,0 of 0,0 of 0,14 of 19,0 of 0
2005-11-19,http://ufcstats.com/fight-details/57b5e8bda9447b77,http://ufcstats.com/event-details/c7e9d15cfce52f1d,1,3,Nick Thompson,Keith Wisniewski,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,http://ufcstats.com/fighter-details/cd12227edd3f134b,1 of 1,0 of 0,2,0,1,1,3:03,1:15,0,0,20 of 32,4 of 17,17 of 29,3 of 16,3 of 3,1 of 1,0 of 0,0 of 0,3 of 8,2 of 10,5 of 11,1 of 6,12 of 13,1 of 1
2005-11-05,http://ufcstats.com/fight-details/2eb9b36c09c00d69,http://ufcstats.com/event-details/31ceaf0e670c1578,7,1,Diego Sanchez,Nick Diaz,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,2 of 2,1 of 2,0,0,0,0,4:20,0:09,0,0,15 of 40,3 of 6,11 of 36,3 of 6,4 of 4,0 of 0,0 of 0,0 of 0,1 of 1,1 of 1,1 of 1,2 of 5,13 of 38,0 of 0
2005-11-05,http://ufcstats.com/fight-details/2eb9b36c09c00d69,http://ufcstats.com/event-details/31ceaf0e670c1578,7,2,Diego Sanchez,Nick Diaz,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,1 of 3,0 of 1,0,0,0,1,3:21,0:53,0,0,17 of 30,5 of 14,10 of 22,5 of 14,7 of 8,0 of 0,0 of 0,0 of 0,0 of 2,2 of 9,2 of 3,2 of 2,15 of 25,1 of 3
2005-11-05,http://ufcstats.com/fight-details/2eb9b36c09c00d69,http://ufcstats.com/event-details/31ceaf0e670c1578,7,3,Diego Sanchez,Nick Diaz,http://ufcstats.com/fighter-details/82e7929bf6c2b689,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,2 of 6,1 of 2,1,1,0,0,2:47,1:18,0,0,9 of 25,5 of 14,8 of 24,5 of 14,1 of 1,0 of 0,0 of 0,0 of 0,2 of 6,3 of 11,0 of 1,1 of 1,7 of 18,1 of 2
2005-11-05,http://ufcstats.com/fight-details/c22f4a7540cffdda,http://ufcstats.com/event-details/31ceaf0e670c1578,6,1,Rashad Evans,Brad Imes,http://ufcstats.com/fighter-details/ee779c43a8926d52,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,0 of 0,1 of 2,0,0,0,0,1:10,0:44,1,0,16 of 31,9 of 40,14 of 29,6 of 34,2 of 2,3 of 6,0 of 0,0 of 0,7 of 17,5 of 31,7 of 9,4 of 9,2 of 5,0 of 0
2005-11-05,http://ufcstats.com/fight-details/c22f4a7540cffdda,http://ufcstats.com/event-details/31ceaf0e670c1578,6,2,Rashad Evans,Brad Imes,http://ufcstats.com/fighter-details/ee779c43a8926d52,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,0 of 0,0 of 0,0,0,0,0,0:03,0:00,0,0,14 of 31,13 of 69,14 of 31,12 of 66,0 of 0,1 of 3,0 of 0,0 of 0,14 of 30,12 of 54,0 of 1,1 of 15,0 of 0,0 of 0
2005-11-05,http://ufcstats.com/fight-details/c22f4a7540cffdda,http://ufcstats.com/event-details/31ceaf0e670c1578,6,3,Rashad Evans,Brad Imes,http://ufcstats.com/fighter-details/ee779c43a8926d52,http://ufcstats.com/fighter-details/4908c5ee68a50ee5,0 of 0,1 of 1,0,1,0,0,0:54,0:51,1,0,18 of 34,20 of 55,18 of 34,16 of 49,0 of 0,4 of 6,0 of 0,0 of 0,12 of 25,10 of 39,3 of 4,7 of 12,3 of 5,3 of 4
2005-11-05,http://ufcstats.com/fight-details/e364cd5772cfd27c,http://ufcstats.com/event-details/31ceaf0e670c1578,5,1,Joe Stevenson,Luke Cummo,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,2 of 3,0 of 0,1,0,0,0,4:03,0:00,0,0,17 of 20,2 of 5,14 of 17,1 of 3,3 of 3,1 of 2,0 of 0,0 of 0,2 of 2,2 of 4,0 of 0,0 of 1,15 of 18,0 of 0
2005-11-05,http://ufcstats.com/fight-details/e364cd5772cfd27c,http://ufcstats.com/event-details/31ceaf0e670c1578,5,2,Joe Stevenson,Luke Cummo,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,1 of 2,1 of 1,1,0,1,0,3:17,0:12,0,0,2 of 9,9 of 18,1 of 8,8 of 17,1 of 1,1 of 1,0 of 0,0 of 0,0 of 4,5 of 14,1 of 1,1 of 1,1 of 4,3 of 3
2005-11-05,http://ufcstats.com/fight-details/e364cd5772cfd27c,http://ufcstats.com/event-details/31ceaf0e670c1578,5,3,Joe Stevenson,Luke Cummo,http://ufcstats.com/fighter-details/79899ecf62020f6d,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,2 of 4,0 of 0,0,1,0,0,2:20,1:49,0,0,1 of 4,9 of 16,0 of 2,8 of 15,1 of 2,1 of 1,0 of 0,0 of 0,0 of 2,1 of 2,1 of 1,2 of 2,0 of 1,6 of 12
2005-11-05,http://ufcstats.com/fight-details/19646a0c8baee966,http://ufcstats.com/event-details/31ceaf0e670c1578,4,1,Kenny Florian,Kit Cope,http://ufcstats.com/fighter-details/cb139171ed1b69fe,http://ufcstats.com/fighter-details/ce47f49e5c386a9c,2 of 7,0 of 0,1,0,0,0,3:54,0:15,0,0,10 of 19,8 of 14,6 of 12,6 of 12,3 of 5,1 of 1,1 of 2,1 of 1,1 of 3,1 of 4,3 of 4,5 of 7,6 of 12,2 of 3
2005-11-05,http://ufcstats.com/fight-details/19646a0c8baee966,http://ufcstats.com/event-details/31ceaf0e670c1578,4,2,Kenny Florian,Kit Cope,http://ufcstats.com/fighter-details/cb139171ed1b69fe,http://ufcstats.com/fighter-details/ce47f49e5c386a9c,1 of 1,0 of 0,1,0,0,0,0:24,0:00,0,0,0 of 1,0 of 1,0 of 0,0 of 1,0 of 0,0 of 0,0 of 1,0 of 0,0 of 1,0 of 1,0 of 0,0 of 0,0 of 0,0 of 0
2005-11-05,http://ufcstats.com/fight-details/e050c299ffa1f2d3,http://ufcstats.com/event-details/31ceaf0e670c1578,3,1,Joshua Burkman,Sammy Morgan,http://ufcstats.com/fighter-details/6da99156486ed6c2,http://ufcstats.com/fighter-details/2067a177a2842fbf,1 of 1,0 of 0,0,0,0,0,0:03,0:00,0,0,4 of 5,1 of 2,3 of 4,0 of 1,0 of 0,1 of 1,1 of 1,0 of 0,1 of 2,0 of 1,0 of 0,1 of 1,3 of 3,0 of 0
2005-11-05,http://ufcstats.com/fight-details/f846fd001397db45,http://ufcstats.com/event-details/31ceaf0e670c1578,2,1,Melvin Guillard,Marcus Davis,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,http://ufcstats.com/fighter-details/b7d524c77c27389b,2 of 2,0 of 1,1,0,0,0,1:10,2:19,0,0,7 of 17,3 of 10,5 of 13,3 of 8,1 of 2,0 of 0,1 of 2,0 of 2,4 of 11,1 of 7,0 of 0,0 of 0,3 of 6,2 of 3
2005-11-05,http://ufcstats.com/fight-details/f846fd001397db45,http://ufcstats.com/event-details/31ceaf0e670c1578,2,2,Melvin Guillard,Marcus Davis,http://ufcstats.com/fighter-details/ccd1299e0345e0ce,http://ufcstats.com/fighter-details/b7d524c77c27389b,1 of 1,0 of 0,0,0,0,0,2:05,0:00,0,0,12 of 22,0 of 6,11 of 21,0 of 6,0 of 0,0 of 0,1 of 1,0 of 0,1 of 4,0 of 6,0 of 0,0 of 0,11 of 18,0 of 0
2005-11-05,http://ufcstats.com/fight-details/39c4f4a1aff68189,http://ufcstats.com/event-details/31ceaf0e670c1578,1,1,Keith Jardine,Kerry Schall,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,http://ufcstats.com/fighter-details/030f08370fd1c2bb,0 of 0,0 of 0,0,0,0,0,0:00,0:00,0,0,23 of 69,5 of 44,12 of 57,5 of 43,4 of 5,0 of 1,7 of 7,0 of 0,23 of 69,5 of 44,0 of 0,0 of 0,0 of 0,0 of 0
2005-11-05,http://ufcstats.com/fight-details/39c4f4a1aff68189,http://ufcstats.com/event-details/31ceaf0e670c1578,1,2,Keith Jardine,Kerry Schall,http://ufcstats.com/fighter-details/b9d0fd83bb8a147a,http://ufcstats.com/fighter-details/030f08370fd1c2bb,0 of 0,0 of 0,0,0,0,0,0:00,0:00,1,0,18 of 42,3 of 24,7 of 30,2 of 23,2 of 2,0 of 0,9 of 10,1 of 1,18 of 42,3 of 24,0 of 0,0 of 0,0 of 0,0 of 0
2005-10-07,http://ufcstats.com/fight-details/1c45d0feab67364f,http://ufcstats.com/event-details/271fe91f4ba9d2c5,8,1,Andrei Arlovski,Paul Buentello,http://ufcstats.com/fighter-details/3738e68d2261e60f,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,0 of 0,0 of 0,0,0,0,0,0:03,0:00,1,0,2 of 6,1 of 3,2 of 6,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,2 of 6,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0
2005-10-07,http://ufcstats.com/fight-details/f8a90f8a7beaa330,http://ufcstats.com/event-details/271fe91f4ba9d2c5,7,1,Branden Lee Hinkle,Sean Gannon,http://ufcstats.com/fighter-details/06f0ffa6446c5b6d,http://ufcstats.com/fighter-details/6d7886b094b471ac,1 of 2,0 of 0,3,0,0,0,3:48,0:00,0,0,27 of 38,0 of 3,20 of 31,0 of 3,7 of 7,0 of 0,0 of 0,0 of 0,0 of 0,0 of 1,2 of 2,0 of 1,25 of 36,0 of 1
2005-10-07,http://ufcstats.com/fight-details/e917559aedf85a98,http://ufcstats.com/event-details/271fe91f4ba9d2c5,6,1,Forrest Griffin,Elvis Sinosic,http://ufcstats.com/fighter-details/fcffee71cff5530e,http://ufcstats.com/fighter-details/817e0bdf08efce2e,0 of 0,0 of 0,0,0,0,0,0:06,0:00,1,0,30 of 82,18 of 47,22 of 69,9 of 36,1 of 5,1 of 1,7 of 8,8 of 10,24 of 71,15 of 44,5 of 10,3 of 3,1 of 1,0 of 0
2005-10-07,http://ufcstats.com/fight-details/75926dd5b984aa06,http://ufcstats.com/event-details/271fe91f4ba9d2c5,5,1,Renato Sobral,Chael Sonnen,http://ufcstats.com/fighter-details/d468288756ae3982,http://ufcstats.com/fighter-details/48d1f690b763934c,3 of 5,0 of 3,2,0,0,0,2:20,2:18,0,0,9 of 14,11 of 19,5 of 10,9 of 16,3 of 3,1 of 2,1 of 1,1 of 1,3 of 4,2 of 4,5 of 8,2 of 3,1 of 2,7 of 12
2005-10-07,http://ufcstats.com/fight-details/75926dd5b984aa06,http://ufcstats.com/event-details/271fe91f4ba9d2c5,5,2,Renato Sobral,Chael Sonnen,http://ufcstats.com/fighter-details/d468288756ae3982,http://ufcstats.com/fighter-details/48d1f690b763934c,1 of 1,0 of 0,1,0,0,0,0:23,0:45,0,0,2 of 3,1 of 5,1 of 2,1 of 4,0 of 0,0 of 1,1 of 1,0 of 0,1 of 1,0 of 2,0 of 0,0 of 0,1 of 2,1 of 3
2005-10-07,http://ufcstats.com/fight-details/f15be91b30b11e0c,http://ufcstats.com/event-details/271fe91f4ba9d2c5,4,1,Joe Riggs,Chris Lytle,http://ufcstats.com/fighter-details/d512d9f204059f57,http://ufcstats.com/fighter-details/91acd6910b802a9e,0 of 0,1 of 2,1,0,1,0,2:34,1:51,0,0,13 of 23,1 of 3,13 of 22,1 of 3,0 of 1,0 of 0,0 of 0,0 of 0,0 of 1,0 of 2,1 of 1,0 of 0,12 of 21,1 of 1
2005-10-07,http://ufcstats.com/fight-details/f15be91b30b11e0c,http://ufcstats.com/event-details/271fe91f4ba9d2c5,4,2,Joe Riggs,Chris Lytle,http://ufcstats.com/fighter-details/d512d9f204059f57,http://ufcstats.com/fighter-details/91acd6910b802a9e,1 of 1,0 of 0,0,0,0,1,0:23,1:15,0,0,2 of 2,2 of 5,2 of 2,2 of 5,0 of 0,0 of 0,0 of 0,0 of 0,1 of 1,1 of 2,0 of 0,0 of 0,1 of 1,1 of 3
2005-10-07,http://ufcstats.com/fight-details/06a75406d3dd5cfd,http://ufcstats.com/event-details/271fe91f4ba9d2c5,3,1,Jorge Rivera,Dennis Hallman,http://ufcstats.com/fighter-details/cb46dface0e28a2c,http://ufcstats.com/fighter-details/8a8a84b743ae7699,0 of 0,1 of 4,0,2,1,0,1:54,2:20,0,0,19 of 32,2 of 3,13 of 26,1 of 2,5 of 5,1 of 1,1 of 1,0 of 0,1 of 2,0 of 1,4 of 6,2 of 2,14 of 24,0 of 0
2005-10-07,http://ufcstats.com/fight-details/06a75406d3dd5cfd,http://ufcstats.com/event-details/271fe91f4ba9d2c5,3,2,Jorge Rivera,Dennis Hallman,http://ufcstats.com/fighter-details/cb46dface0e28a2c,http://ufcstats.com/fighter-details/8a8a84b743ae7699,0 of 0,0 of 1,0,0,0,0,3:17,0:00,0,0,23 of 37,8 of 16,16 of 28,6 of 13,6 of 7,2 of 2,1 of 2,0 of 1,7 of 13,1 of 3,16 of 23,7 of 13,0 of 1,0 of 0
2005-10-07,http://ufcstats.com/fight-details/06a75406d3dd5cfd,http://ufcstats.com/event-details/271fe91f4ba9d2c5,3,3,Jorge Rivera,Dennis Hallman,http://ufcstats.com/fighter-details/cb46dface0e28a2c,http://ufcstats.com/fighter-details/8a8a84b743ae7699,0 of 0,0 of 1,0,0,0,0,2:09,0:29,0,0,9 of 23,2 of 10,2 of 11,0 of 7,0 of 0,1 of 2,7 of 12,1 of 1,4 of 15,2 of 7,0 of 0,0 of 3,5 of 8,0 of 0
2005-10-07,http://ufcstats.com/fight-details/fea1931b041cc5ff,http://ufcstats.com/event-details/271fe91f4ba9d2c5,2,1,Marcio Cruz,Keigo Kunihara,http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,http://ufcstats.com/fighter-details/782a2a17d3e38fdf,0 of 2,2 of 4,0,0,0,0,0:00,3:01,0,0,9 of 22,1 of 8,2 of 15,1 of 6,0 of 0,0 of 1,7 of 7,0 of 1,9 of 22,0 of 6,0 of 0,0 of 0,0 of 0,1 of 2
